id,code,prefix,name,parent_id,division_type,region
1520,37038,xã,"Xã A Lưới 3",1490,WARD,4
1521,37039,xã,"Xã Phú Vang",1490,WARD,3
1522,37040,xã,"Xã Phú Lộc",1490,WARD,3
1523,37041,phường,"Phường Vỹ Dạ",1490,WARD,2
1524,37042,phường,"Phường Phong Quảng",1490,WARD,3
1525,37043,xã,"Xã Lộc An",1490,WARD,3
1526,37044,phường,"Phường Hương An",1490,WARD,2
1527,35759,xã,"Xã Chân Mây - Lăng Cô",1490,WARD,3
1528,37888,phường,"Phường Thuận An",1490,WARD,2
1529,37889,phường,"Phường Phong Điền",1490,WARD,3
1530,37890,xã,"Xã Long Quảng",1490,WARD,3
1531,84,tỉnh,"Hưng Yên",NULL,PROVINCE,NULL
1532,35519,xã,"Xã Phụ Dực",1531,WARD,4
1533,35520,xã,"Xã Nam Đông Hưng",1531,WARD,4
1534,35521,phường,"Phường Thái Bình",1531,WARD,2
1535,35522,xã,"Xã Ái Quốc",1531,WARD,3
1536,35523,xã,"Xã Đông Quan",1531,WARD,4
1537,35524,xã,"Xã Đông Hưng",1531,WARD,4
1538,35525,xã,"Xã Thái Ninh",1531,WARD,3
1539,35526,xã,"Xã Vạn Xuân",1531,WARD,4
1540,35527,xã,"Xã Ngọc Lâm",1531,WARD,4
1541,35528,xã,"Xã Lê Lợi",1531,WARD,4
1542,35529,xã,"Xã Hưng Hà",1531,WARD,4
1543,35530,xã,"Xã Nam Cường",1531,WARD,3
1544,35531,xã,"Xã Vũ Tiên",1531,WARD,4
1545,35532,xã,"Xã Thụy Anh",1531,WARD,3
1546,35533,xã,"Xã Kiến Xương",1531,WARD,4
1547,35534,xã,"Xã Thư Trì",1531,WARD,4
1548,35535,xã,"Xã Nam Thái Ninh",1531,WARD,3
1549,35536,xã,"Xã Bắc Tiên Hưng",1531,WARD,4
1550,35537,xã,"Xã Tân Tiến",1531,WARD,4
1551,35538,xã,"Xã Long Hưng",1531,WARD,4
1552,35539,xã,"Xã Bình Định",1531,WARD,4
1553,35540,xã,"Xã Nam Thụy Anh",1531,WARD,3
1554,35541,xã,"Xã Trà Giang",1531,WARD,4
1555,35542,xã,"Xã Tiền Hải",1531,WARD,3
1556,35543,phường,"Phường Trần Lãm",1531,WARD,2
1557,35544,xã,"Xã Hưng Phú",1531,WARD,3
1558,35545,xã,"Xã Quỳnh Phụ",1531,WARD,4
1559,35546,xã,"Xã Hồng Vũ",1531,WARD,4
1560,35547,xã,"Xã Nam Tiền Hải",1531,WARD,3
1561,35548,xã,"Xã Tiên La",1531,WARD,4
1562,35549,xã,"Xã A Sào",1531,WARD,4
1563,35550,xã,"Xã Vũ Thư",1531,WARD,4
1564,35551,xã,"Xã Bình Nguyên",1531,WARD,4
1565,35552,xã,"Xã Tây Thụy Anh",1531,WARD,3
1566,35553,xã,"Xã Vũ Quý",1531,WARD,4
1567,35554,phường,"Phường Trà Lý",1531,WARD,2
1568,35555,xã,"Xã Đông Tiên Hưng",1531,WARD,4
1569,35556,xã,"Xã Bắc Thụy Anh",1531,WARD,3
1570,35557,xã,"Xã Thần Khê",1531,WARD,4
1571,35558,xã,"Xã Tân Thuận",1531,WARD,4
1572,35559,xã,"Xã Hồng Minh",1531,WARD,4
1573,35560,xã,"Xã Quỳnh An",1531,WARD,4
1574,35561,phường,"Phường Vũ Phúc",1531,WARD,2
1575,35562,xã,"Xã Tiên Hưng",1531,WARD,4
1576,35563,xã,"Xã Đông Tiền Hải",1531,WARD,3
1577,35564,xã,"Xã Nguyễn Du",1531,WARD,4
1578,35565,xã,"Xã Bắc Thái Ninh",1531,WARD,3
1579,35566,xã,"Xã Quang Lịch",1531,WARD,4
1580,35567,xã,"Xã Tây Thái Ninh",1531,WARD,3
1581,35568,xã,"Xã Ngự Thiên",1531,WARD,4
1582,35569,xã,"Xã Đông Thụy Anh",1531,WARD,3
1583,35570,phường,"Phường Trần Hưng Đạo",1531,WARD,2
1584,35571,xã,"Xã Diên Hà",1531,WARD,4
1585,35572,xã,"Xã Thư Vũ",1531,WARD,4
1586,35573,xã,"Xã Đồng Bằng",1531,WARD,4
1587,35574,xã,"Xã Bắc Đông Quan",1531,WARD,4
1588,35575,xã,"Xã Đông Thái Ninh",1531,WARD,3
1589,35576,xã,"Xã Nam Tiên Hưng",1531,WARD,4
1590,35577,xã,"Xã Đồng Châu",1531,WARD,3
1591,35578,xã,"Xã Tây Tiền Hải",1531,WARD,3
1592,35579,xã,"Xã Minh Thọ",1531,WARD,4
1593,35580,xã,"Xã Bắc Đông Hưng",1531,WARD,4
1594,35581,xã,"Xã Lê Quý Đôn",1531,WARD,4
1595,35582,xã,"Xã Thái Thụy",1531,WARD,3
1596,35583,xã,"Xã Bình Thanh",1531,WARD,4
1597,37395,phường,"Phường Sơn Nam",1531,WARD,2
1598,37396,xã,"Xã Lương Bằng",1531,WARD,3
1599,37397,xã,"Xã Đại Đồng",1531,WARD,2
1600,37398,phường,"Phường Hồng Châu",1531,WARD,2
1601,37399,phường,"Phường Thượng Hồng",1531,WARD,2
1602,37400,xã,"Xã Lạc Đạo",1531,WARD,2
1603,37401,xã,"Xã Khoái Châu",1531,WARD,3
1604,37402,xã,"Xã Hoàn Long",1531,WARD,2
1605,37403,phường,"Phường Phố Hiến",1531,WARD,2
1606,37404,xã,"Xã Như Quỳnh",1531,WARD,2
1607,37405,xã,"Xã Tiên Hoa",1531,WARD,3
1608,37406,xã,"Xã Phụng Công",1531,WARD,2
1609,37407,xã,"Xã Hồng Quang",1531,WARD,3
1610,37408,phường,"Phường Đường Hào",1531,WARD,2
1611,37409,xã,"Xã Triệu Việt Vương",1531,WARD,3
1612,37410,xã,"Xã Ân Thi",1531,WARD,3
1613,37411,xã,"Xã Quang Hưng",1531,WARD,3
1614,37412,phường,"Phường Mỹ Hào",1531,WARD,2
1615,37413,xã,"Xã Đức Hợp",1531,WARD,3
1616,37414,xã,"Xã Tân Hưng",1531,WARD,2
1617,37415,xã,"Xã Hoàng Hoa Thám",1531,WARD,3
1618,37416,xã,"Xã Việt Tiến",1531,WARD,3
1619,37417,xã,"Xã Châu Ninh",1531,WARD,3
1620,37418,xã,"Xã Tiên Tiến",1531,WARD,3
1621,37464,xã,"Xã Nguyễn Văn Linh",1531,WARD,2
1622,37465,xã,"Xã Mễ Sở",1531,WARD,2
1623,37466,xã,"Xã Xuân Trúc",1531,WARD,3
1624,37467,xã,"Xã Nghĩa Trụ",1531,WARD,2
1625,37468,xã,"Xã Tiên Lữ",1531,WARD,3
1626,37469,xã,"Xã Nguyễn Trãi",1531,WARD,3
1627,37470,xã,"Xã Phạm Ngũ Lão",1531,WARD,3
1628,37471,xã,"Xã Hiệp Cường",1531,WARD,3
1629,37472,xã,"Xã Nghĩa Dân",1531,WARD,3
1630,37473,xã,"Xã Tống Trân",1531,WARD,3
1631,37474,xã,"Xã Văn Giang",1531,WARD,2
1632,37475,xã,"Xã Đoàn Đào",1531,WARD,3
1633,37476,xã,"Xã Yên Mỹ",1531,WARD,2
1634,37477,xã,"Xã Chí Minh",1531,WARD,3
1635,37258,xã,"Xã Việt Yên",1531,WARD,2
1636,117,tỉnh,"Khánh Hòa",NULL,PROVINCE,NULL
1637,36778,xã,"Xã Tân Định",1636,WARD,2
1638,36779,xã,"Xã Trung Khánh Vĩnh",1636,WARD,4
1639,36780,xã,"Xã Nam Khánh Vĩnh",1636,WARD,4
1640,36781,xã,"Xã Cam An",1636,WARD,3
1641,36782,xã,"Xã Đông Khánh Sơn",1636,WARD,4
1642,36783,xã,"Xã Đại Lãnh",1636,WARD,3
1643,36784,phường,"Phường Nam Nha Trang",1636,WARD,2
1644,36785,phường,"Phường Hòa Thắng",1636,WARD,2
1645,36786,xã,"Xã Vạn Hưng",1636,WARD,3
1646,36787,xã,"Xã Diên Lâm",1636,WARD,3
1647,36788,phường,"Phường Bắc Cam Ranh",1636,WARD,2
1648,36794,xã,"Xã Nam Ninh Hòa",1636,WARD,2
1649,36795,xã,"Xã Diên Điền",1636,WARD,3
1650,36796,"đặc khu","Đặc khu Trường Sa",1636,WARD,4
1651,36797,xã,"Xã Suối Dầu",1636,WARD,3
1652,36798,xã,"Xã Vạn Ninh",1636,WARD,3
1653,36799,phường,"Phường Bắc Nha Trang",1636,WARD,2
1654,36800,xã,"Xã Diên Thọ",1636,WARD,3
1655,36801,xã,"Xã Cam Lâm",1636,WARD,3
1656,36802,phường,"Phường Ninh Hòa",1636,WARD,2
1657,36803,phường,"Phường Đông Ninh Hòa",1636,WARD,2
1658,36804,phường,"Phường Cam Ranh",1636,WARD,2
1659,36805,xã,"Xã Khánh Vĩnh",1636,WARD,4
1660,36806,xã,"Xã Cam Hiệp",1636,WARD,3
1661,36807,xã,"Xã Tây Khánh Vĩnh",1636,WARD,4
1662,36808,xã,"Xã Bắc Khánh Vĩnh",1636,WARD,4
1663,36809,xã,"Xã Tu Bông",1636,WARD,3
1664,36810,xã,"Xã Bắc Ninh Hòa",1636,WARD,2
1665,36811,xã,"Xã Tây Ninh Hòa",1636,WARD,2
1666,36812,phường,"Phường Nha Trang",1636,WARD,2
1667,36813,xã,"Xã Nam Cam Ranh",1636,WARD,2
1668,36814,xã,"Xã Khánh Sơn",1636,WARD,4
1669,36815,xã,"Xã Suối Hiệp",1636,WARD,3
1670,36816,phường,"Phường Ba Ngòi",1636,WARD,2
1671,36817,phường,"Phường Tây Nha Trang",1636,WARD,2
1672,36818,xã,"Xã Diên Lạc",1636,WARD,3
1673,36819,xã,"Xã Vạn Thắng",1636,WARD,3
1674,36820,xã,"Xã Tây Khánh Sơn",1636,WARD,4
1675,36821,xã,"Xã Hòa Trí",1636,WARD,2
1676,36822,phường,"Phường Cam Linh",1636,WARD,2
1677,35325,xã,"Xã Ninh Phước",1636,WARD,3
1678,35326,xã,"Xã Phước Hữu",1636,WARD,3
1679,35327,xã,"Xã Ninh Hải",1636,WARD,3
1680,35328,xã,"Xã Anh Dũng",1636,WARD,4
1681,35329,phường,"Phường Phan Rang",1636,WARD,3
1682,35330,phường,"Phường Bảo An",1636,WARD,3
1683,35331,xã,"Xã Bác Ái Đông",1636,WARD,4
1684,35332,phường,"Phường Ninh Chử",1636,WARD,3
1685,35333,xã,"Xã Cà Ná",1636,WARD,4
1686,35334,xã,"Xã Xuân Hải",1636,WARD,3
1687,35335,xã,"Xã Phước Dinh",1636,WARD,3
1688,35336,xã,"Xã Công Hải",1636,WARD,3
1689,35337,xã,"Xã Thuận Nam",1636,WARD,4
1690,35338,xã,"Xã Vĩnh Hải",1636,WARD,3
1691,35339,phường,"Phường Đô Vinh",1636,WARD,3
1692,35340,xã,"Xã Mỹ Sơn",1636,WARD,4
1693,35341,xã,"Xã Ninh Sơn",1636,WARD,4
1694,35342,phường,"Phường Đông Hải",1636,WARD,3
1695,35343,xã,"Xã Thuận Bắc",1636,WARD,3
1696,35344,xã,"Xã Bác Ái",1636,WARD,4
1697,35345,xã,"Xã Bác Ái Tây",1636,WARD,4
1698,35346,xã,"Xã Lâm Sơn",1636,WARD,4
1699,35347,xã,"Xã Phước Hậu",1636,WARD,3
1700,35348,xã,"Xã Phước Hà",1636,WARD,4
1701,38114,xã,"Xã Diên Khánh",1636,WARD,3
1702,103,tỉnh,"Lai Châu",NULL,PROVINCE,NULL
1703,37849,xã,"Xã Hồng Thu",1702,WARD,4
1704,37850,xã,"Xã Sin Suối Hồ",1702,WARD,4
1705,37851,xã,"Xã Pắc Ta",1702,WARD,4
1706,37852,xã,"Xã Pu Sam Cáp",1702,WARD,4
1707,37853,phường,"Phường Tân Phong",1702,WARD,3
1708,37854,xã,"Xã Mường Khoa",1702,WARD,4
1709,37855,xã,"Xã Khổng Lào",1702,WARD,4
1710,37856,xã,"Xã Nậm Cuổi",1702,WARD,4
1711,37857,xã,"Xã Mù Cả",1702,WARD,4
1712,37858,xã,"Xã Bum Tở",1702,WARD,4
1713,37859,xã,"Xã Nậm Hàng",1702,WARD,4
1714,37860,phường,"Phường Đoàn Kết",1702,WARD,3
1715,37861,xã,"Xã Tả Lèng",1702,WARD,4
1716,37862,xã,"Xã Bản Bo",1702,WARD,4
1717,37863,xã,"Xã Dào San",1702,WARD,4
1718,37864,xã,"Xã Phong Thổ",1702,WARD,4
1719,37865,xã,"Xã Mường Than",1702,WARD,4
1720,37866,xã,"Xã Pa Ủ",1702,WARD,4
1721,37867,xã,"Xã Bình Lư",1702,WARD,4
1722,37868,xã,"Xã Sì Lở Lầu",1702,WARD,4
1723,37869,xã,"Xã Tà Tổng",1702,WARD,4
1724,37870,xã,"Xã Mường Kim",1702,WARD,4
1725,37871,xã,"Xã Thu Lũm",1702,WARD,4
1726,37872,xã,"Xã Khoen On",1702,WARD,4
1727,37873,xã,"Xã Lê Lợi",1702,WARD,4
1728,37874,xã,"Xã Pa Tần",1702,WARD,4
1729,37875,xã,"Xã Nậm Tăm",1702,WARD,4
1730,37876,xã,"Xã Mường Tè",1702,WARD,4
1731,37877,xã,"Xã Tủa Sín Chải",1702,WARD,4
1732,37878,xã,"Xã Nậm Mạ",1702,WARD,4
1733,37879,xã,"Xã Hua Bum",1702,WARD,4
1734,37880,xã,"Xã Sìn Hồ",1702,WARD,4
1735,37881,xã,"Xã Tân Uyên",1702,WARD,4
1736,37882,xã,"Xã Nậm Sỏ",1702,WARD,4
1737,37883,xã,"Xã Bum Nưa",1702,WARD,4
1738,37884,xã,"Xã Mường Mô",1702,WARD,4
1739,37885,xã,"Xã Than Uyên",1702,WARD,4
1740,37886,xã,"Xã Khun Há",1702,WARD,4
1741,123,tỉnh,"Lâm Đồng",NULL,PROVINCE,NULL
1742,36139,xã,"Xã Hàm Kiệm",1741,WARD,3
1743,36140,xã,"Xã La Dạ",1741,WARD,3
1744,36141,xã,"Xã Tuy Phong",1741,WARD,4
1745,36142,xã,"Xã Hàm Liêm",1741,WARD,3
1746,36143,xã,"Xã Hàm Thạnh",1741,WARD,3
1747,36144,xã,"Xã Hòa Thắng",1741,WARD,4
1748,36145,xã,"Xã Trà Tân",1741,WARD,4
1749,36146,xã,"Xã Tân Hải",1741,WARD,3
1750,36147,phường,"Phường Phú Thủy",1741,WARD,2
1751,36148,xã,"Xã Hồng Thái",1741,WARD,4
1752,36149,xã,"Xã Phan Rí Cửa",1741,WARD,4
1753,36150,xã,"Xã Bắc Ruộng",1741,WARD,4
1754,36151,xã,"Xã Nam Thành",1741,WARD,4
1755,36152,xã,"Xã Hải Ninh",1741,WARD,4
1756,36153,xã,"Xã Hàm Thuận",1741,WARD,3
1757,36154,phường,"Phường La Gi",1741,WARD,3
1758,36155,phường,"Phường Bình Thuận",1741,WARD,2
1759,36156,xã,"Xã Đồng Kho",1741,WARD,4
1760,36157,xã,"Xã Tân Lập",1741,WARD,3
1761,36158,phường,"Phường Mũi Né",1741,WARD,2
1762,36159,xã,"Xã Hồng Sơn",1741,WARD,3
1763,36160,xã,"Xã Tuyên Quang",1741,WARD,2
1764,36161,xã,"Xã Sơn Mỹ",1741,WARD,4
1765,36162,xã,"Xã Bắc Bình",1741,WARD,4
1766,36163,xã,"Xã Phan Sơn",1741,WARD,4
1767,36164,phường,"Phường Tiến Thành",1741,WARD,2
1768,36165,xã,"Xã Suối Kiết",1741,WARD,4
1769,36166,xã,"Xã Nghị Đức",1741,WARD,4
1770,36167,xã,"Xã Đức Linh",1741,WARD,4
1771,36168,phường,"Phường Phan Thiết",1741,WARD,2
1772,36169,xã,"Xã Hàm Tân",1741,WARD,4
1773,36170,xã,"Xã Lương Sơn",1741,WARD,4
1774,36171,xã,"Xã Hàm Thuận Bắc",1741,WARD,3
1775,36172,phường,"Phường Phước Hội",1741,WARD,3
1776,36174,xã,"Xã Tánh Linh",1741,WARD,4
1777,36175,xã,"Xã Sông Lũy",1741,WARD,4
1778,36176,xã,"Xã Tân Thành",1741,WARD,3
1779,36177,xã,"Xã Tân Minh",1741,WARD,4
1780,36178,"đặc khu","Đặc khu Phú Quý",1741,WARD,4
1781,36179,phường,"Phường Hàm Thắng",1741,WARD,2
1782,36180,xã,"Xã Đông Giang",1741,WARD,3
1783,36403,xã,"Xã Quảng Tân",1741,WARD,4
1784,36404,xã,"Xã Tà Đùng",1741,WARD,4
1785,36405,xã,"Xã Nam Đà",1741,WARD,4
1786,36406,xã,"Xã Đắk Sắk",1741,WARD,4
1787,36407,phường,"Phường Bắc Gia Nghĩa",1741,WARD,3
1788,36408,phường,"Phường Nam Gia Nghĩa",1741,WARD,3
1789,36409,xã,"Xã Trường Xuân",1741,WARD,4
1790,36410,xã,"Xã Đắk Wil",1741,WARD,4
1791,36411,xã,"Xã Cư Jút",1741,WARD,4
1792,36412,xã,"Xã Quảng Hòa",1741,WARD,4
1793,36413,xã,"Xã Đức Lập",1741,WARD,4
1794,36414,xã,"Xã Nhân Cơ",1741,WARD,4
1795,36415,xã,"Xã Krông Nô",1741,WARD,4
1796,36416,phường,"Phường Đông Gia Nghĩa",1741,WARD,3
1797,36417,xã,"Xã Đắk Mil",1741,WARD,4
1798,36418,xã,"Xã Quảng Tín",1741,WARD,4
1799,36419,xã,"Xã Quảng Sơn",1741,WARD,4
1800,36420,xã,"Xã Quảng Khê",1741,WARD,4
1801,36421,xã,"Xã Thuận An",1741,WARD,4
1802,36422,xã,"Xã Nam Dong",1741,WARD,4
1803,36423,xã,"Xã Đức An",1741,WARD,4
1804,36424,xã,"Xã Quảng Phú",1741,WARD,4
1805,36425,xã,"Xã Nâm Nung",1741,WARD,4
1806,36426,xã,"Xã Kiến Đức",1741,WARD,4
1807,36427,xã,"Xã Thuận Hạnh",1741,WARD,4
1808,36428,xã,"Xã Quảng Trực",1741,WARD,4
1809,36429,xã,"Xã Đắk Song",1741,WARD,4
1810,36430,xã,"Xã Tuy Đức",1741,WARD,4
1811,35274,xã,"Xã Bảo Lâm 1",1741,WARD,4
1812,35275,xã,"Xã D'Ran",1741,WARD,4
1813,35276,xã,"Xã Cát Tiên 2",1741,WARD,4
1814,35277,xã,"Xã Phúc Thọ Lâm Hà",1741,WARD,NULL
1815,35278,xã,"Xã Đạ Huoai 2",1741,WARD,4
1816,35279,xã,"Xã Đam Rông 4",1741,WARD,4
1817,35280,xã,"Xã Hiệp Thạnh",1741,WARD,3
1818,35281,phường,"Phường Cam Ly - Đà Lạt",1741,WARD,2
1819,35282,xã,"Xã Đơn Dương",1741,WARD,4
1820,35283,xã,"Xã Đam Rông 2",1741,WARD,4
1821,35284,phường,"Phường Xuân Hương - Đà Lạt",1741,WARD,2
1822,35285,xã,"Xã Đức Trọng",1741,WARD,3
1823,35286,xã,"Xã Đam Rông 1",1741,WARD,4
1824,35287,xã,"Xã Đạ Huoai",1741,WARD,4
1825,35288,xã,"Xã Bảo Lâm 2",1741,WARD,4
1826,35289,phường,"Phường Lang Biang - Đà Lạt",1741,WARD,NULL
1827,35290,xã,"Xã Tà Năng",1741,WARD,3
1828,35291,phường,"Phường Xuân Trường - Đà Lạt",1741,WARD,2
1829,35292,xã,"Xã Phú Sơn Lâm Hà",1741,WARD,NULL
1830,35293,xã,"Xã Lạc Dương",1741,WARD,4
1831,35294,xã,"Xã Đạ Tẻh 2",1741,WARD,4
1832,35295,xã,"Xã Tân Hội",1741,WARD,3
1833,35296,xã,"Xã Ninh Gia",1741,WARD,3
1834,35297,xã,"Xã Đạ Huoai 3",1741,WARD,4
1835,35298,xã,"Xã Đam Rông 3",1741,WARD,4
1836,35299,xã,"Xã Ka Đô",1741,WARD,4
1837,35300,xã,"Xã Đinh Văn Lâm Hà",1741,WARD,NULL
1838,35301,xã,"Xã Gia Hiệp",1741,WARD,3
1839,35302,xã,"Xã Đạ Tẻh",1741,WARD,4
1840,35303,xã,"Xã Bảo Lâm 4",1741,WARD,4
1841,35304,phường,"Phường B'Lao",1741,WARD,NULL
1842,35305,xã,"Xã Cát Tiên",1741,WARD,4
1843,35306,xã,"Xã Quảng Lập",1741,WARD,4
1844,35307,phường,"Phường Lâm Viên - Đà Lạt",1741,WARD,2
1845,35308,xã,"Xã Nam Ban Lâm Hà",1741,WARD,NULL
1846,35309,xã,"Xã Đạ Tẻh 3",1741,WARD,4
1847,35310,xã,"Xã Tân Hà Lâm Hà",1741,WARD,NULL
1848,35311,xã,"Xã Đinh Trang Thượng",1741,WARD,3
1849,35312,phường,"Phường 1 Bảo Lộc",1741,WARD,2
1850,35313,phường,"Phường 2 Bảo Lộc",1741,WARD,2
1851,35314,xã,"Xã Cát Tiên 3",1741,WARD,4
1852,35315,phường,"Phường 3 Bảo Lộc",1741,WARD,2
1853,35316,xã,"Xã Sơn Điền",1741,WARD,3
1854,35317,xã,"Xã Hòa Ninh",1741,WARD,3
1855,35318,xã,"Xã Tà Hine",1741,WARD,3
1856,35319,xã,"Xã Bảo Lâm 5",1741,WARD,4
1857,35320,xã,"Xã Nam Hà Lâm Hà",1741,WARD,NULL
1858,35321,xã,"Xã Di Linh",1741,WARD,3
1859,35322,xã,"Xã Bảo Thuận",1741,WARD,3
1860,35323,xã,"Xã Bảo Lâm 3",1741,WARD,4
1861,35324,xã,"Xã Hòa Bắc",1741,WARD,3
1862,35964,xã,"Xã Liên Hương",1741,WARD,4
1863,35965,xã,"Xã Vĩnh Hảo",1741,WARD,4
1864,35966,xã,"Xã Hàm Thuận Nam",1741,WARD,3
1865,35967,xã,"Xã Hoài Đức",1741,WARD,4
1866,93,tỉnh,"Lạng Sơn",NULL,PROVINCE,NULL
1867,37723,xã,"Xã Na Dương",1866,WARD,4
1868,37724,xã,"Xã Vân Nham",1866,WARD,4
1869,37725,xã,"Xã Khánh Khê",1866,WARD,4
1870,37726,xã,"Xã Điềm He",1866,WARD,4
1871,37727,xã,"Xã Đoàn Kết",1866,WARD,4
1872,37728,xã,"Xã Cao Lộc",1866,WARD,4
1873,37729,xã,"Xã Tuấn Sơn",1866,WARD,4
1874,37730,xã,"Xã Quốc Khánh",1866,WARD,4
1875,37731,xã,"Xã Tràng Định",1866,WARD,4
1876,37732,xã,"Xã Thiện Thuật",1866,WARD,4
1877,37733,xã,"Xã Xuân Dương",1866,WARD,4
1878,37734,xã,"Xã Cai Kinh",1866,WARD,4
1879,37735,xã,"Xã Tân Thành",1866,WARD,4
1880,37736,xã,"Xã Vạn Linh",1866,WARD,4
1881,37737,xã,"Xã Chiến Thắng",1866,WARD,4
1882,37738,xã,"Xã Đồng Đăng",1866,WARD,4
1883,37739,xã,"Xã Tân Tri",1866,WARD,4
1884,37740,xã,"Xã Kiên Mộc",1866,WARD,4
1885,37741,xã,"Xã Hoàng Văn Thụ",1866,WARD,3
1886,37742,xã,"Xã Thất Khê",1866,WARD,4
1887,37743,xã,"Xã Tân Tiến",1866,WARD,4
1888,37744,xã,"Xã Đình Lập",1866,WARD,4
1889,37745,phường,"Phường Đông Kinh",1866,WARD,3
1890,37746,xã,"Xã Vũ Lễ",1866,WARD,4
1891,37747,xã,"Xã Hoa Thám",1866,WARD,4
1892,37748,xã,"Xã Tân Đoàn",1866,WARD,4
1893,37749,xã,"Xã Thiện Hòa",1866,WARD,4
1894,37750,xã,"Xã Quý Hòa",1866,WARD,4
1895,37751,xã,"Xã Nhất Hòa",1866,WARD,4
1896,37752,xã,"Xã Thái Bình",1866,WARD,4
1897,37753,xã,"Xã Tri Lễ",1866,WARD,4
1898,37754,xã,"Xã Thiện Long",1866,WARD,4
1899,37755,phường,"Phường Tam Thanh",1866,WARD,3
1900,37756,xã,"Xã Hữu Lũng",1866,WARD,4
1901,37757,xã,"Xã Mẫu Sơn",1866,WARD,4
1902,37758,xã,"Xã Hưng Vũ",1866,WARD,4
1903,37759,xã,"Xã Thống Nhất",1866,WARD,4
1904,37760,xã,"Xã Thụy Hùng",1866,WARD,4
1905,37761,xã,"Xã Bình Gia",1866,WARD,4
1906,37762,xã,"Xã Tân Văn",1866,WARD,4
1907,37763,xã,"Xã Công Sơn",1866,WARD,4
1908,37764,xã,"Xã Yên Bình",1866,WARD,4
1909,37765,xã,"Xã Quốc Việt",1866,WARD,4
1910,37767,xã,"Xã Khuất Xá",1866,WARD,4
1911,37768,xã,"Xã Chi Lăng",1866,WARD,4
1912,37769,xã,"Xã Hồng Phong",1866,WARD,4
1913,37770,xã,"Xã Vũ Lăng",1866,WARD,4
1914,37771,xã,"Xã Châu Sơn",1866,WARD,4
1915,37772,xã,"Xã Bắc Sơn",1866,WARD,4
1916,37773,phường,"Phường Lương Văn Tri",1866,WARD,3
1917,37774,xã,"Xã Nhân Lý",1866,WARD,4
1918,37775,xã,"Xã Ba Sơn",1866,WARD,4
1919,37776,xã,"Xã Hữu Liên",1866,WARD,4
1920,37777,xã,"Xã Văn Quan",1866,WARD,4
1921,37778,xã,"Xã Văn Lãng",1866,WARD,4
1922,37779,xã,"Xã Hội Hoan",1866,WARD,4
1923,37780,xã,"Xã Quan Sơn",1866,WARD,4
1924,37781,xã,"Xã Bằng Mạc",1866,WARD,4
1925,37782,phường,"Phường Kỳ Lừa",1866,WARD,NULL
1926,37783,xã,"Xã Yên Phúc",1866,WARD,4
1927,37784,xã,"Xã Na Sầm",1866,WARD,4
1928,37785,xã,"Xã Kháng Chiến",1866,WARD,4
1929,37786,xã,"Xã Lộc Bình",1866,WARD,4
1930,37787,xã,"Xã Thiện Tân",1866,WARD,4
1931,37788,xã,"Xã Lợi Bác",1866,WARD,4
1932,91,tỉnh,"Lào Cai",NULL,PROVINCE,NULL
1933,35223,xã,"Xã Tân Lĩnh",1932,WARD,4
1934,35224,xã,"Xã Nậm Có",1932,WARD,4
1935,35225,xã,"Xã Lao Chải",1932,WARD,4
1936,35226,xã,"Xã Thác Bà",1932,WARD,4
1937,35227,xã,"Xã Hưng Khánh",1932,WARD,4
1938,35228,phường,"Phường Cầu Thia",1932,WARD,4
1939,35229,xã,"Xã Cát Thịnh",1932,WARD,4
1940,35230,xã,"Xã Quy Mông",1932,WARD,4
1941,35231,xã,"Xã Mù Cang Chải",1932,WARD,4
1942,35232,xã,"Xã Khánh Hòa",1932,WARD,4
1943,35233,xã,"Xã Lương Thịnh",1932,WARD,4
1944,35234,xã,"Xã Khao Mang",1932,WARD,4
1945,35235,xã,"Xã Phình Hồ",1932,WARD,4
1946,35236,phường,"Phường Yên Bái",1932,WARD,3
1947,35237,xã,"Xã Bảo Ái",1932,WARD,4
1948,35238,xã,"Xã Phúc Lợi",1932,WARD,4
1949,35239,xã,"Xã Phong Dụ Thượng",1932,WARD,4
1950,35240,phường,"Phường Văn Phú",1932,WARD,3
1951,35241,xã,"Xã Trấn Yên",1932,WARD,4
1952,35242,xã,"Xã Lục Yên",1932,WARD,4
1953,35243,xã,"Xã Mỏ Vàng",1932,WARD,4
1954,35244,xã,"Xã Mường Lai",1932,WARD,4
1955,35245,xã,"Xã Tú Lệ",1932,WARD,4
1956,35246,xã,"Xã Púng Luông",1932,WARD,4
1957,35247,xã,"Xã Sơn Lương",1932,WARD,4
1958,35248,xã,"Xã Tà Xi Láng",1932,WARD,4
1959,35249,xã,"Xã Tân Hợp",1932,WARD,4
1960,35250,xã,"Xã Đông Cuông",1932,WARD,4
1961,35251,xã,"Xã Lâm Giang",1932,WARD,4
1962,36299,xã,"Xã Cảm Nhân",1932,WARD,4
1963,36300,xã,"Xã Chế Tạo",1932,WARD,4
1964,36301,xã,"Xã Việt Hồng",1932,WARD,4
1965,36302,xã,"Xã Châu Quế",1932,WARD,4
1966,35833,phường,"Phường Sa Pa",1932,WARD,3
1967,35834,xã,"Xã Mường Khương",1932,WARD,4
1968,35835,xã,"Xã Cốc Lầu",1932,WARD,4
1969,35836,xã,"Xã Ngũ Chỉ Sơn",1932,WARD,3
1970,35837,xã,"Xã Bản Liền",1932,WARD,4
1971,35838,xã,"Xã Bảo Thắng",1932,WARD,3
